step,episode,mean_reward,ep_ee_gbits_j,ep_energy_mj,ep_mean_lat_ms,epsilon
5000,1,2369.58953,0.017009091318498985,2774.2884171428627,0.02934263514805055,0.9050190000000005
10000,2,2438.589643,0.018161471412241354,2598.254511428563,0.03559887720171168,0.8100190000000004
15000,3,2517.942598,0.019904972934853677,2370.670142857134,0.050793128788055114,0.7150190000000003
20000,4,2582.42793,0.021330975522116487,2212.187857142826,0.046160434274218884,0.6200190000000002
25000,5,2653.320854,0.023185799733098072,2035.2166228571016,0.04508019754493973,0.5250190000000001
30000,6,2735.116757,0.02569459691447421,1836.4999142856784,0.043859074003380516,0.43001900000000004
35000,7,2808.335353,0.028333790180615832,1665.4363828571036,0.04303281226879684,0.33501899999999996
40000,8,2898.189046,0.03232444590654527,1459.8278085714064,0.051398083606141946,0.24001899999999987
45000,9,2970.578231,0.03647607531081075,1293.6733085714234,0.05505033972527748,0.1450189999999998
50000,10,3069.390198,0.04369946351300205,1079.833051428581,0.06805370341508496,0.0500189999999997
55000,11,3113.73098,0.04795201626885627,984.0696742857202,0.07757167824436934,0.05
60000,12,3112.077821,0.047729704717263566,988.6531942857226,0.0612185019074641,0.05
65000,13,3116.492378,0.04815087003539391,980.0056571428661,0.06852620884558047,0.05
70000,14,3104.664583,0.04700789675487851,1003.8340000000051,0.06130276810674214,0.05
75000,15,3108.387841,0.04730069704108359,997.6200771428619,0.06712591736541987,0.05
80000,16,3113.817257,0.04797097530119083,983.6807514285738,0.08574415211023116,0.05
85000,17,3104.943074,0.04707974436569501,1002.3020657142928,0.06926382915321107,0.05
90000,18,3113.805033,0.04780709662382891,987.052725714294,0.06620819118071601,0.05
95000,19,3111.656572,0.047747675952870196,988.2810857142962,0.06989716051642349,0.05
100000,20,3109.572256,0.0474846249990262,993.7558742857225,0.07634623853202822,0.05
105000,21,3103.97936,0.04693896175668102,1005.308240000014,0.07653386275455251,0.05
110000,22,3112.763294,0.04785467557949999,986.0713600000128,0.06943902985309623,0.05
115000,23,3106.703261,0.04720727621372892,999.5943171428644,0.0764981835285178,0.05
120000,24,3117.26843,0.04827497668388859,977.4862314285826,0.06878733190354275,0.05
125000,25,3118.087574,0.048272567007566825,977.5350257142967,0.0667598226855937,0.05
130000,26,3112.635297,0.0476917862672514,989.4392457143023,0.06646261633158991,0.05
135000,27,3118.477596,0.04837136731354841,975.5383742857308,0.07583925246922449,0.05
140000,28,3118.113262,0.04821106985285484,978.781951428582,0.05669242316944609,0.05
145000,29,3114.611636,0.04802218476368651,982.6317828571541,0.06939967710926304,0.05
150000,30,3108.060794,0.04736204441220331,996.3278742857318,0.08557334738559104,0.05
155000,31,3114.766491,0.0479453469920344,984.2065600000087,0.05949885369546431,0.05
160000,32,3115.568379,0.048153403339030225,979.9541000000122,0.07773452027799328,0.05
165000,33,3119.517681,0.04844931283085464,973.9689228571573,0.06762070013549912,0.05
170000,34,3111.354035,0.0477015080134605,989.2375942857259,0.07697852340740954,0.05
175000,35,3107.61632,0.04719236937790284,999.9100628571559,0.06739486139804339,0.05
180000,36,3115.784398,0.04798650628778012,983.362380000011,0.049394234640020414,0.05
185000,37,3120.587265,0.048541065634372,972.1279171428607,0.06649508408007541,0.05
190000,38,3106.397933,0.04717435119875721,1000.2919771428697,0.07587967218811102,0.05
195000,39,3113.519529,0.04774437758631867,988.3493600000113,0.06453440378511976,0.05
200000,40,3108.870626,0.04735682899866114,996.4376000000135,0.06589077780106097,0.05
205000,41,3113.584744,0.04783814842503131,986.4120285714436,0.06125609673955546,0.05
210000,42,3116.786631,0.04820161634793531,978.9739142857235,0.05978833287419036,0.05
215000,43,3107.40393,0.047301227672255336,997.6088857142976,0.08501153898661158,0.05
220000,44,3113.836569,0.04788707437020797,985.4042171428653,0.06891992968324391,0.05
225000,45,3115.175335,0.04785409529872438,986.0833171428657,0.06335252228235337,0.05
230000,46,3107.025651,0.04711096037380719,1001.6379342857264,0.05639766351725499,0.05
235000,47,3113.611195,0.04771129464442671,989.034680000014,0.04756399017359993,0.05
240000,48,3113.9996,0.04774340304321373,988.3695342857278,0.05548934572342582,0.05
245000,49,3114.343293,0.04780825063079382,987.0289000000047,0.04921000804424793,0.05
250000,50,3106.31558,0.04689602776257122,1006.2286142857254,0.044798384247259,0.05
255000,51,3113.273282,0.04768243590165356,989.6332714285793,0.04739331244398445,0.05
260000,52,3124.944527,0.048868770064576836,965.6090171428697,0.04703689380531608,0.05
265000,53,3115.889771,0.04800955633172799,982.8902542857248,0.06414393168478907,0.05
270000,54,3112.461058,0.04765418816517505,990.2198914285839,0.06393896259270278,0.05
275000,55,3112.955722,0.04764498228426412,990.4112200000112,0.04652009440134522,0.05
280000,56,3117.458295,0.048090910970211787,981.2275142857236,0.06362244728848482,0.05
285000,57,3115.477102,0.04775232268012304,988.1849171428692,0.03602543580489643,0.05
290000,58,3110.966472,0.047510732816240485,993.2097914285747,0.06418044423915373,0.05
295000,59,3107.954802,0.04719537518457226,999.8463800000115,0.05633765073703483,0.05
300000,60,3111.967405,0.04749956174326664,993.4433771428675,0.0466687270372451,0.05
305000,61,3109.909598,0.047344952344982205,996.6875600000076,0.04768669277632088,0.05
310000,62,3110.726747,0.047410001127168644,995.3200571428684,0.05556368754770774,0.05
315000,63,3114.626813,0.04781884812339353,986.8101571428687,0.05491602873074769,0.05
320000,64,3121.209101,0.04853196587573055,972.3101914285814,0.055669203763329504,0.05
325000,65,3114.323953,0.047741151712307056,988.4161428571581,0.06139201319883681,0.05
330000,66,3113.334575,0.047797711090961544,987.2465428571564,0.05889305874084138,0.05
335000,67,3109.697646,0.0473365874464817,996.8636857142988,0.054072348802570024,0.05
340000,68,3115.081489,0.04783536914693826,986.4693400000082,0.06174960177338947,0.05
345000,69,3112.762222,0.047666654250196186,989.9609228571509,0.06282943502726612,0.05
350000,70,3107.929298,0.04716248036496327,1000.5437514285769,0.06267936921285495,0.05
355000,71,3114.011026,0.04758989236351001,991.5577171428713,0.034413812865598074,0.05
360000,72,3112.224948,0.04756785911443906,992.0170028571489,0.07029866164801574,0.05
365000,73,3108.514654,0.04709470904262997,1001.9835771428682,0.052625833503124934,0.05
370000,74,3104.453659,0.0468679721894546,1006.830951428583,0.056594296596705534,0.05
375000,75,3112.533521,0.04766215897407767,990.054291428583,0.05600898380369803,0.05
380000,76,3117.988058,0.048236731061674705,978.2612542857221,0.056601642636938516,0.05
385000,77,3114.797843,0.04784763967111284,986.2163600000092,0.05452978891532861,0.05
390000,78,3108.086479,0.047140053490089436,1001.0197600000098,0.061511230255524775,0.05
