step,episode,mean_reward,ep_ee_gbits_j,ep_energy_mj,ep_mean_lat_ms,epsilon
395000,79,3120.270985,0.048453252181786505,973.8897371428639,0.07335631353247989,0.05
400000,80,3109.995362,0.04726456479630696,998.3827257142967,0.051783094451703586,0.05
405000,81,3119.549474,0.048322513429908544,976.524640000007,0.0459133536771871,0.05
410000,82,3113.394089,0.04778621788015292,987.4839885714335,0.06643084050070756,0.05
415000,83,3114.857796,0.047884120725785816,985.4650000000089,0.054943236073426875,0.05
420000,84,3115.967924,0.04780715502169197,987.0515200000053,0.04456966769591673,0.05
425000,85,3114.58891,0.047798985412259715,987.220222857155,0.06160377019783998,0.05
430000,86,3110.479623,0.04732334757565663,997.1425828571512,0.044115200252332065,0.05
435000,87,3115.896341,0.04799490191696798,983.1903628571473,0.07063980257659276,0.05
440000,88,3110.814914,0.04742318591070229,995.0433342857233,0.07100733039290492,0.05
445000,89,3109.843131,0.04737264581770956,996.1049085714434,0.0632812078510426,0.05
450000,90,3111.69851,0.047461116218604486,994.2481085714429,0.052388991391617575,0.05
455000,91,3120.295154,0.048278012191227807,977.4247714285782,0.05157808159508273,0.05
460000,92,3116.641053,0.04791544826874488,984.8206942857224,0.0514100851318971,0.05
465000,93,3116.625154,0.04789081186209115,985.3273142857195,0.0593763240870029,0.05
470000,94,3116.038829,0.04770576529703412,989.1493142857232,0.039686687566881755,0.05
475000,95,3116.780159,0.047927709845937354,984.5687428571533,0.05127279057066759,0.05
480000,96,3116.901304,0.047879991732369245,985.549982857149,0.04962248924937764,0.05
485000,97,3117.386332,0.04810098749577081,981.0219600000078,0.05380333446449535,0.05
490000,98,3111.026635,0.047457549812495094,994.3228257142932,0.06186805136922279,0.05
495000,99,3117.775823,0.048088721119820335,981.2721971428724,0.06051643639717197,0.05
500000,100,3115.462277,0.04800623131446088,982.9583314285805,0.07276006263523187,0.05
